id;"""building""";"""addr_stree""";"""addr_hou_1""";официальное_число_жителей;фактическое_число_жителей;выгода
1327;yes;улица Маяковского;50;18;18;0
1328;yes;улица Маяковского;84;13;13;0
1329;house;улица Маяковского;24;15;15;0
1330;house;улица Маяковского;22;13;13;0
1331;house;улица Маяковского;20;23;23;0
1332;house;улица Маяковского;74;23;23;0
1333;house;улица Маяковского;44;20;20;0
1334;house;улица Маяковского;48;12;12;0
1335;apartments;улица Маяковского;114;23;23;0
1336;apartments;улица Маяковского;112;30;30;0
1337;apartments;улица Маяковского;110/2;18;18;0
1338;apartments;улица Маяковского;110/1;10;10;0
1339;apartments;улица Петровского;44955;13;13;0
1340;apartments;улица Петровского;44984;27;27;0
1341;apartments;улица Петровского;44953;2;2;0
1342;apartments;улица Петровского;29/2;27;27;0
1343;apartments;улица Петровского;44951;11;11;0
1344;apartments;улица Петровского;44982;14;14;0
1345;apartments;улица Петровского;45045;17;17;0
1346;yes;улица Притузова;3;21;21;0
1347;house;улица Притузова;34;30;30;0
1348;residential;улица Притузова;4;21;21;0
1349;yes;улица Притузова;44936;18;18;0
1350;yes;улица Притузова;16;22;22;0
1351;house;улица Притузова;54/1;0;0;0
1352;yes;улица Притузова;5;29;29;0
1353;house;улица Притузова;53;6;6;0
1354;house;улица Притузова;50А;2;2;0
1355;house;улица Притузова;27;24;24;0
1356;house;улица Притузова;45/1;4;4;0
1357;house;улица Притузова;47;27;27;0
1358;house;улица Притузова;40/1;7;7;0
1359;yes;улица Притузова;13;11;11;0
1360;house;улица Притузова;31;6;6;0
1361;yes;улица Притузова;24;7;7;0
1362;apartments;улица Притузова;37;12;12;0
1363;apartments;улица Притузова;42;18;18;0
1364;house;улица Притузова;49;28;28;0
1365;yes;улица Притузова;22;22;22;0
1366;house;улица Притузова;29;15;15;0
1367;yes;улица Притузова;44938;15;15;0
1368;yes;улица Притузова;19;19;19;0
1369;yes;улица Притузова;26;17;17;0
1370;yes;улица Притузова;44951;10;10;0
1371;yes;улица Притузова;7;14;14;0
1372;yes;улица Притузова;28;5;5;0
1373;house;улица Притузова;33;29;29;0
1374;apartments;улица Притузова;46;6;6;0
1375;residential;улица Притузова;8;11;11;0
1376;yes;улица Притузова;9;23;23;0
1377;apartments;улица Притузова;44;16;16;0
1378;house;улица Притузова;45;30;30;0
1379;house;улица Притузова;38;30;30;0
1380;yes;улица Притузова;44934;11;11;0
1381;yes;улица Притузова;11;14;14;0
1382;house;улица Притузова;40;20;20;0
1383;house;улица Притузова;39;11;11;0
1384;yes;улица Притузова;44932;28;28;0
1385;yes;улица Притузова;1;7;7;0
1386;house;улица Притузова;32;20;20;0
1387;house;улица Притузова;41;2;2;0
1388;house;улица Притузова;25;29;29;0
1389;yes;улица Притузова;18;18;18;0
1390;house;улица Притузова;23;10;10;0
1391;residential;улица Притузова;6;13;13;0
1392;house;улица Притузова;51;1;1;0
1393;yes;улица Притузова;14;0;0;0
1394;yes;улица Притузова;20;15;15;0
1395;house;улица Притузова;35;4;4;0
1396;house;улица Притузова;46/1;7;7;0
1397;house;улица Притузова;36;9;9;0
1398;yes;улица Притузова;15;14;14;0
1399;yes;улица Притузова;17;12;12;0
1400;yes;улица Софронова;71/1;16;16;0
1401;house;улица Софронова;88;20;20;0
1402;house;улица Софронова;82;9;9;0
1403;house;улица Софронова;84;19;19;0
1404;house;улица Софронова;86;13;13;0
1405;house;улица Софронова;80;11;11;0
1406;yes;улица Софронова;71;15;15;0
1407;house;улица Софронова;58;25;25;0
1408;house;улица Софронова;54;4;4;0
1409;yes;улица Софронова;53;3;3;0
1410;yes;улица Софронова;49;15;15;0
1411;house;улица Софронова;48;19;19;0
1412;house;улица Софронова;44;15;15;0
1413;house;улица Софронова;67;11;11;0
1414;house;улица Софронова;50;9;9;0
1415;house;улица Софронова;56;25;25;0
1416;house;улица Софронова;63;24;24;0
1417;house;улица Софронова;52;26;26;0
1418;yes;улица Софронова;47;6;6;0
1419;apartments;улица Софронова;69;9;9;0
1420;house;улица Софронова;56А;30;30;0
1421;house;улица Софронова;68;16;16;0
1422;yes;улица Софронова;51;0;0;0
1423;yes;улица Софронова;74;7;7;0
1424;house;улица Софронова;60;7;7;0
1425;house;улица Софронова;72;16;16;0
1426;house;улица Софронова;65;30;30;0
1427;house;улица Софронова;61;8;8;0
1428;house;улица Софронова;62;30;30;0
1429;house;улица Софронова;70;15;15;0
1430;house;улица Софронова;59;5;5;0
1431;house;улица Софронова;33;23;23;0
1432;yes;улица Софронова;8;15;15;0
1433;house;улица Софронова;29;27;27;0
1434;yes;улица Софронова;7;1;1;0
1435;yes;улица Софронова;9;26;26;0
1436;house;улица Софронова;27;2;2;0
1437;yes;улица Софронова;39;10;10;0
1438;house;улица Софронова;21;8;8;0
1439;yes;улица Софронова;37;27;27;0
1440;yes;улица Софронова;17;4;4;0
1441;yes;улица Софронова;15;29;29;0
1442;yes;улица Софронова;11;0;0;0
1443;house;улица Софронова;19;15;15;0
1444;yes;улица Софронова;42;29;29;0
1445;yes;улица Софронова;13;18;18;0
1446;house;улица Софронова;45;25;25;0
1447;yes;улица Софронова;1;18;18;0
1448;house;улица Софронова;46;9;9;0
1449;yes;улица Софронова;35;9;9;0
1450;house;улица Софронова;23;26;26;0
1451;yes;улица Софронова;25;5;5;0
1452;house;улица Софронова;75;29;29;0
1453;house;улица Софронова;73;6;6;0
1454;yes;улица Софронова;2;21;21;0
1455;yes;улица Софронова;4;27;27;0
1456;public;улица Софронова;24;23;23;0
1457;house;улица Софронова;5;4;4;0
1458;house;улица Софронова;39/1;0;0;0
1459;house;улица Софронова;41;0;0;0
1460;house;улица Софронова;43;7;7;0
1461;house;улица Софронова;55;13;13;0
1462;house;улица Софронова;57;30;30;0
1463;house;улица Софронова;77;0;0;0
1464;house;улица Софронова;40;14;14;0
1465;house;улица Софронова;64;19;19;0
1466;house;улица Софронова;66;7;7;0
1467;house;улица Софронова;76;14;14;0
1468;house;улица Софронова;78;27;27;0
1469;house;улица Софронова;90;19;19;0
1470;yes;улица Тараса Шевченко;2А;4;4;0
1471;apartments;улица Три Сосны;13;4;4;0
1472;yes;улица Уустаах Избекова;45026;22;22;0
1473;yes;улица Чайковского;32/1;30;30;0
1474;yes;улица Чайковского;32А;9;9;0
1475;yes;улица Чайковского;44969;3;3;0
1476;apartments;улица Чайковского;119;27;27;0
1477;residential;улица Чайковского;32;18;18;0
1478;apartments;улица Чайковского;123;12;12;0
1479;apartments;улица Чайковского;44956;23;23;0
1480;yes;улица Чайковского;111/1;7;7;0
1481;apartments;улица Чайковского;117/1;22;22;0
1482;yes;улица Чайковского;28;8;8;0
1483;apartments;улица Чайковского;121;16;16;0
1484;apartments;улица Чайковского;117;0;0;0
1485;residential;улица Чайковского;34;15;15;0
1486;house;улица Чайковского;105;4;4;0
1487;house;улица Чайковского;16;12;12;0
1488;yes;улица Чайковского;10;21;21;0
1489;house;улица Чайковского;18;21;21;0
1490;house;улица Чайковского;24;20;20;0
1491;house;улица Чайковского;20;24;24;0
1492;house;улица Чайковского;14;28;28;0
1493;house;улица Чайковского;12;16;16;0
1494;house;улица Чайковского;44936;21;21;0
1495;house;улица Чайковского;22;2;2;0
1496;house;улица Чайковского;44940;25;25;0
1497;house;улица Чайковского;97;14;14;0
1498;house;улица Чайковского;89;12;12;0
1499;yes;улица Чайковского;87;8;8;0
1500;house;улица Чайковского;95;30;30;0
1501;house;улица Чайковского;91;14;14;0
1502;house;улица Чайковского;103;1;1;0
1503;yes;улица Чайковского;73;1;1;0
1504;yes;улица Чайковского;67;12;12;0
1505;house;улица Чайковского;51;30;30;0
1506;house;улица Чайковского;55;10;10;0
1507;house;улица Чайковского;77;29;29;0
1508;yes;улица Чайковского;71;25;25;0
1509;house;улица Чайковского;63;16;16;0
1510;house;улица Чайковского;47;4;4;0
1511;house;улица Чайковского;49;17;17;0
1512;house;улица Чайковского;75;18;18;0
1513;house;улица Чайковского;53;19;19;0
1514;yes;улица Чайковского;79;21;21;0
1515;yes;улица Чайковского;69;16;16;0
1516;yes;улица Чайковского;85;22;22;0
1517;house;улица Чайковского;26;8;8;0
1518;yes;улица Чайковского;32/8;7;7;0
1519;yes;улица Чайковского;32/6;27;27;0
1520;yes;улица Чайковского;32/7;16;16;0
1521;yes;улица Чайковского;38/2;16;16;0
1522;yes;улица Чайковского;36/10А;0;0;0
1523;yes;улица Чайковского;81;11;11;0
1524;house;улица Чайковского;44952;10;10;0
1525;house;улица Чайковского;8;28;28;0
1526;yes;улица Чайковского;2Б;18;18;0
1527;yes;улица Чайковского;44961;22;22;0
1528;yes;улица Чайковского;44930;18;18;0
1529;house;улица Чайковского;27;1;1;0
1530;house;улица Чайковского;33;1;1;0
1531;house;улица Чайковского;25;5;5;0
